employeeId,title,record,topic,status,summary
EMP008,Ast Emp008 12,1,Operational risk review,active,"Section 1: Department KPI performance. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,2,Department KPI performance,active,"Section 1: Quarterly delivery milestones. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,3,Data quality remediation,done,"Section 1: Customer escalation analysis. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,4,Fabric semantic model planning,done,"Section 1: Operational risk review. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,5,Knowledge transfer and onboarding,active,"Section 1: Quarterly delivery milestones. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,6,Department KPI performance,planned,"Section 1: Data quality remediation. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,7,Knowledge transfer and onboarding,planned,"Section 1: Quarterly delivery milestones. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,8,Data quality remediation,done,"Section 1: Operational risk review. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,9,Fabric semantic model planning,planned,"Section 1: Operational risk review. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,10,Fabric semantic model planning,done,"Section 1: Data quality remediation. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,11,Department KPI performance,planned,"Section 1: Fabric semantic model planning. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,12,Customer escalation analysis,planned,"Section 1: Knowledge transfer and onboarding. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,13,Fabric semantic model planning,active,"Section 1: Knowledge transfer and onboarding. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,14,Quarterly delivery milestones,done,"Section 1: Quarterly delivery milestones. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,15,Customer escalation analysis,planned,"Section 1: Department KPI performance. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,16,Knowledge transfer and onboarding,planned,"Section 1: Data quality remediation. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,17,Automation backlog refinement,active,"Section 1: Fabric semantic model planning. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,18,Quarterly delivery milestones,active,"Section 1: Automation backlog refinement. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
EMP008,Ast Emp008 12,19,Customer escalation analysis,done,"Section 1: Data quality remediation. EMP008 contributes to ast emp008 12 through recurring collaboration, clear ownership boundaries, and measurable outcomes. The team captures decisions, open issues, and handoffs so that knowledge remains discoverable for future programs."
